price,bedrooms,living_area,kitchen_type,furnished,terrace_surface,garden_surface,plot_surface,frontage,swimming_pool,condition,property_type
340000,2,118,1,0,17,0,118,2,0,1,0
650000,3,2300,1,0,1,1000,2300,4,0,1,3
459000,2,102,1,0,44,0,102,2,1,1,0
275000,2,114,2,0,10,0,114,2,0,2,0
199000,3,160,3,0,0,850,1060,4,0,5,1
425000,4,186,2,0,0,0,480,3,0,2,1
199000,3,134,3,0,0,0,3838,2,0,5,1
375000,2,94,1,0,0,0,94,2,0,1,0
575000,3,138,0,0,44,1000,1100,4,1,2,1
320000,1,80,1,0,0,0,80,2,0,3,0
364300,3,164,1,0,0,0,274,3,0,1,1
179000,1,23,0,1,0,0,23,2,0,1,0
515000,3,158,1,0,0,0,393,4,0,2,3
415000,3,207,1,0,23,0,534,3,0,1,1
699000,3,150,1,0,31,0,150,4,0,1,0
390000,3,151,3,0,25,830,855,4,0,5,3
265000,2,101,2,0,25,0,101,4,0,2,7
1775000,8,270,1,0,0,0,350,3,0,1,5
89000,2,72,0,0,10,431,455,3,0,4,1
289000,2,87,0,0,0,0,87,2,0,2,0
199000,2,133,0,0,10,217,287,2,0,3,1
225000,1,72,3,0,24,0,72,2,0,4,6
645000,3,152,1,0,24,0,152,2,0,5,0
209000,3,118,2,0,0,0,86,2,0,2,1
300000,2,100,2,0,0,0,100,2,0,1,0
329000,3,136,2,0,0,561,561,4,0,2,3
665000,4,280,2,0,0,0,2183,4,0,2,1
615000,3,284,1,0,0,0,2800,4,0,3,1
357000,3,108,1,0,11,700,108,2,0,1,0
729000,4,190,2,0,0,200,275,3,1,2,1
285000,1,60,2,0,7,0,60,2,0,1,12
1620000,11,1500,0,0,0,0,10250,4,0,4,17
440000,2,114,2,0,24,0,114,2,0,1,0
425000,4,205,0,0,0,0,205,2,0,5,4
339000,1,90,1,1,9,0,90,2,0,1,0
625000,4,200,1,0,20,1000,1133,3,0,2,1
253200,1,78,2,0,7,0,78,4,0,2,0
550000,2,100,1,1,0,0,100,2,0,2,0
257500,2,93,2,0,32,0,93,4,0,1,0
690000,3,230,1,0,175,0,405,4,0,2,5
1250000,5,500,1,0,0,0,2065,4,0,1,5
545000,4,300,2,0,8,40,200,2,0,2,4
520000,3,145,1,0,0,495,495,3,0,2,1
475000,3,217,2,0,0,0,448,3,0,2,14
299000,3,160,1,0,50,55,215,3,0,1,1
239000,5,233,2,0,0,0,385,3,0,2,1
495000,4,288,1,0,100,700,1100,4,0,1,3
385000,3,150,0,0,26,0,150,3,0,1,0
160000,3,133,2,0,16,135,244,2,0,4,1
190000,1,52,2,0,11,0,52,2,0,2,6
320000,2,78,1,0,0,0,78,2,0,2,0
375000,2,160,2,0,0,55,163,2,0,2,1
298555,2,140,2,0,20,0,140,3,0,2,2
490000,4,145,3,0,20,0,145,3,0,2,9
730000,3,200,1,0,14,0,200,4,0,4,0
299000,2,99,2,0,23,0,99,2,0,2,0
140000,3,162,3,0,30,369,597,2,0,4,1
490000,3,122,1,0,33,0,122,2,0,1,0
445000,4,172,2,0,8,0,172,2,0,1,7
379000,3,112,0,0,8,0,112,2,0,2,0
121000,1,61,3,0,0,0,61,4,0,2,0
375000,2,120,0,0,0,0,150,2,0,4,1
675000,3,250,1,0,0,0,1660,4,0,1,3
499000,5,320,2,0,0,0,924,2,0,2,3
375000,2,104,1,0,0,0,104,2,0,1,0
349000,4,250,1,0,0,0,1135,3,0,1,1
230000,2,138,3,0,49,0,417,2,0,2,1
495000,4,262,2,0,24,600,1070,6,0,2,22
299000,2,105,1,0,24,0,105,2,0,1,12
195000,1,58,0,0,0,0,58,2,0,5,6
210000,2,97,0,0,0,0,97,2,0,4,0
125000,3,120,0,0,10,119,189,2,0,4,1
588000,4,315,2,0,0,0,862,4,0,2,3
119000,2,70,0,0,0,0,70,2,0,4,1
1995000,6,300,0,0,56,1170,1340,4,0,5,1
960000,2,150,1,0,0,0,150,2,0,1,0
1195000,5,300,2,0,0,1000,1244,4,0,4,3
399000,7,220,0,0,74,0,220,3,0,2,11
489000,3,200,2,0,150,0,1125,4,0,2,1
498000,4,233,2,0,0,0,698,2,0,2,1
99000,2,170,2,0,0,0,170,2,0,2,1
291562,3,129,0,0,4,0,129,2,0,2,0
445000,2,281,2,0,33,0,262,3,0,2,4
1990000,4,440,1,0,30,75,177,2,0,2,1
695000,4,255,2,0,10,0,205,2,0,2,4
150500,2,76,1,0,0,10,76,2,0,1,6
198000,4,150,2,0,0,0,292,2,0,2,1
890000,5,329,1,0,6,0,206,2,0,1,1
780000,2,113,1,0,8,0,113,2,0,1,0
319000,5,246,3,0,0,0,495,2,0,3,1
444900,2,140,1,0,12,0,140,2,0,1,7
240000,3,147,3,0,0,0,55,2,0,5,1
725000,4,220,2,0,0,0,130,2,0,2,11
299000,2,91,2,0,0,0,91,2,0,2,0
145000,3,165,0,0,45,200,310,3,0,5,1
1100000,2,166,1,0,52,0,166,3,0,1,0
749000,3,233,0,0,0,0,13342,4,1,2,3
550000,5,268,1,0,21,0,1100,4,0,2,3
199000,3,165,2,0,50,200,300,2,0,2,1
499000,4,290,1,0,0,0,583,3,0,1,1
350000,4,260,2,0,0,300,435,2,0,2,1
235000,2,122,2,0,0,0,319,2,0,1,1
150000,2,108,2,0,0,258,357,2,0,2,1
572150,3,149,1,0,98,0,149,2,0,1,7
450000,2,100,0,0,4,0,100,2,0,2,0
699000,4,269,2,0,0,0,1778,4,0,2,1
749000,3,233,0,0,0,0,13342,4,1,2,1
380000,4,500,3,0,0,0,1029,2,0,5,3
365000,3,135,2,0,35,0,600,2,0,1,1
177000,2,86,0,0,0,120,265,2,0,4,1
449000,4,194,0,0,0,0,792,4,0,1,1
255000,3,166,0,0,0,0,863,2,0,1,1
850000,3,212,1,0,43,0,212,3,0,1,7
280000,2,143,1,0,0,0,143,2,0,1,0
385000,4,250,0,0,0,0,960,4,0,4,11
395000,2,120,2,0,16,0,120,2,0,4,0
280000,3,162,2,0,20,0,150,2,0,1,1
3800000,7,600,1,0,2,0,1390,4,1,1,5
270000,2,71,0,0,0,0,71,4,0,2,6
239000,3,156,2,0,0,150,306,2,0,2,1
359000,2,110,3,0,0,0,753,2,0,5,22
202000,1,78,2,0,6,0,78,2,0,2,0
215000,6,340,0,0,0,0,473,3,0,4,1
1750000,2,154,1,0,70,0,154,4,0,1,7
599000,2,152,1,0,0,1,152,2,0,1,6
160000,1,46,0,0,0,0,46,4,0,2,0
1450000,3,198,1,0,134,0,198,4,0,1,7
1250000,4,523,1,0,40,500,1019,4,1,1,1
350000,3,170,2,0,40,1500,1500,4,0,1,22
220000,5,170,2,0,60,110,359,2,0,2,1
175000,3,162,3,0,0,91,285,3,0,2,1
269000,4,175,3,0,0,0,310,3,0,3,1
465000,2,114,2,0,6,0,114,3,0,1,2
275000,2,75,1,0,18,0,75,2,0,2,0
175000,3,121,2,0,0,33,121,2,0,5,1
675000,2,234,2,0,0,34,95,2,0,2,1
339000,4,274,0,0,0,0,774,3,0,2,1
325000,2,110,2,0,6,0,110,2,0,2,0
340000,2,95,0,0,0,0,95,2,0,2,0
340000,3,115,2,0,0,0,115,2,0,1,0
785000,2,183,1,0,0,0,183,2,0,1,0
649000,4,426,1,0,0,0,370,3,0,2,5
185000,3,144,0,0,0,0,174,2,0,5,1
418000,4,195,2,0,18,0,340,2,0,1,1
509000,2,102,2,0,25,0,102,2,0,1,0
750000,3,145,1,0,62,0,145,2,0,1,7
289000,4,130,0,0,95,412,820,4,0,2,1
585000,2,104,1,0,7,0,104,2,0,1,0
179900,4,160,1,0,0,510,160,2,0,2,1
695000,4,308,2,0,0,0,775,4,0,2,1
159000,6,360,0,0,0,65,376,3,0,4,1
169000,5,275,3,0,0,0,290,3,0,5,1
411870,2,154,2,0,24,0,154,3,0,2,0
465000,4,280,1,0,40,900,1155,4,1,2,5
498850,6,275,2,0,50,400,500,3,0,1,1
739000,9,360,2,0,1,1,320,3,0,2,5
187500,3,161,2,0,0,0,100,2,0,2,1
690000,9,453,2,0,20,0,453,2,0,2,11
119000,3,226,0,0,0,0,70,2,0,2,1
259000,2,87,1,0,15,0,87,2,0,2,0
325000,2,100,1,0,0,0,100,4,0,1,0
240000,3,118,2,0,0,0,68,3,0,6,1
185000,3,140,2,0,60,280,460,2,0,2,1
423500,2,114,0,0,16,0,114,2,0,2,0
175000,3,101,3,0,0,0,400,3,0,4,1
980000,12,700,1,1,0,0,4000,4,0,1,18
220000,2,65,2,0,40,0,65,2,0,2,1
195000,4,105,3,0,9,0,342,2,0,5,1
294000,2,112,1,0,11,0,112,2,0,1,0
179000,2,60,3,0,0,20,60,2,0,5,0
210000,1,76,1,0,9,0,76,2,0,1,0
569000,4,237,1,0,0,0,622,2,0,1,1
379000,3,146,1,0,20,0,146,2,0,1,0
369000,5,260,2,0,0,50,263,3,0,4,1
288000,2,95,1,0,5,0,95,2,0,1,0
940000,2,54,2,0,0,0,54,2,0,1,0
199500,3,100,2,0,0,120,220,2,0,2,1
405000,4,210,2,0,0,560,968,4,0,2,3
585000,2,202,2,0,21,0,202,2,0,2,7
350000,1,135,1,0,10,25,92,3,0,1,1
395000,2,85,0,1,0,0,85,2,0,2,0
305000,3,145,2,0,14,0,145,2,0,2,1
187000,1,60,2,0,0,0,60,2,0,3,0
745000,4,200,2,0,50,670,1074,4,0,2,1
209000,1,64,1,0,0,0,64,2,0,2,0
1175000,6,333,3,0,40,130,239,2,0,1,1
125000,2,100,3,0,12,40,129,3,0,2,1
475000,4,170,2,0,0,0,628,4,0,4,1
319000,3,100,2,0,0,184,374,3,0,3,1
150000,2,76,2,0,0,0,76,2,0,2,0
278000,3,321,2,0,60,0,147,2,0,2,1
165000,1,55,0,1,0,0,55,2,0,2,16
248000,2,101,0,0,0,0,101,2,0,1,0
190000,1,70,2,0,0,0,70,2,0,2,0
950000,5,360,1,0,150,0,2522,4,0,2,3
149000,1,20,0,0,0,0,20,2,0,3,16
709000,3,202,2,0,0,0,202,2,0,1,0
2985000,6,480,1,0,0,0,1270,4,0,1,5
535000,2,135,0,0,21,0,135,2,0,1,0
389000,2,131,1,0,26,112,131,4,0,1,0
239000,2,90,0,0,0,0,90,2,0,2,0
515000,4,230,1,0,0,57,130,2,0,2,1
425000,2,105,2,0,0,80,105,2,0,1,6
299000,4,260,2,0,10,350,539,2,0,5,1
495000,2,113,1,0,0,0,113,2,0,1,0
420000,6,220,0,0,0,0,360,3,0,5,1
890000,3,275,1,0,95,5700,6528,4,0,1,1
379000,3,130,0,0,0,0,391,2,0,5,1
274500,2,101,2,0,31,0,101,2,0,1,0
289000,3,115,2,0,9,0,115,3,0,2,0
515000,3,165,2,0,25,0,165,3,0,2,0
1650000,3,271,1,0,6,0,271,2,0,1,2
329000,4,236,2,0,90,620,1028,4,0,3,1
450000,5,200,2,0,0,0,1029,4,0,2,1
549000,4,268,0,0,51,0,758,2,0,1,3
699000,3,251,2,0,31,946,1106,4,1,2,1
216500,2,115,2,0,0,0,184,2,0,3,1
349500,1,75,2,1,0,0,75,2,0,3,0
189000,1,70,1,0,6,0,70,4,0,2,0
295000,2,90,1,1,0,1,90,2,0,2,0
199000,2,119,2,0,0,1044,1154,4,0,2,1
895000,2,140,1,0,44,0,140,2,0,1,0
340000,5,542,2,0,0,0,2548,4,0,2,20
485000,3,156,2,0,0,0,156,2,0,2,1
320000,3,257,0,0,0,430,539,4,0,2,3
506189,3,115,0,0,15,0,115,2,0,2,0
239500,2,88,1,0,17,0,88,2,0,1,6
375000,4,140,1,0,56,0,140,2,0,1,0
319000,5,260,3,0,0,420,843,2,0,5,1
900000,6,570,2,0,29,0,184,2,0,6,4
1800000,7,492,2,0,0,800,1015,4,0,4,1
120000,2,150,3,0,9,0,430,2,0,4,1
850000,3,187,1,0,25,0,187,2,0,3,7
600000,3,171,3,0,8,0,171,2,0,4,0
259000,2,92,2,0,16,0,92,4,0,2,0
325000,3,113,3,0,0,0,113,2,0,5,22
215000,2,105,1,0,13,0,105,4,0,2,0
174500,2,85,0,0,0,0,85,2,0,4,0
385000,2,110,1,0,8,0,110,3,0,1,7
449000,3,157,1,0,120,0,157,3,0,1,0
210000,2,89,1,0,0,0,89,2,0,1,0
395000,3,181,2,0,0,0,390,2,0,1,1
189000,2,101,1,0,5,40,101,2,0,2,0
2190000,5,550,2,0,30,65,208,2,0,2,11
795000,3,186,1,0,0,0,186,2,0,1,2
199000,1,65,2,0,12,0,65,4,0,2,0
199000,3,165,0,0,8,292,605,3,0,4,1
359000,4,255,2,0,40,700,955,2,0,2,1
335000,1,70,2,0,0,0,70,2,0,1,0
425000,4,245,2,0,0,80000,245,2,0,1,0
230000,2,63,2,0,0,0,63,2,0,2,0
980000,9,530,1,1,0,0,1340,4,0,2,18
295000,3,115,2,0,16,0,71,3,0,2,1
290000,5,215,2,0,12,20,715,4,0,4,4
380000,4,202,2,0,0,0,118,2,0,2,1
1098000,4,190,1,0,45,500,926,4,0,2,3
239000,3,159,3,0,70,90,191,2,0,2,1
105000,2,115,3,0,0,0,55,2,0,4,1
239000,3,231,0,0,0,0,148,2,0,4,1
345000,4,128,2,0,20,800,1090,4,0,1,1
415000,3,105,2,0,0,0,42,2,0,2,9
1950000,3,211,2,0,111,0,211,3,0,2,0
239000,4,116,1,0,12,150,310,3,0,4,1
449000,5,289,2,0,0,0,1539,4,0,5,4
97000,3,95,3,0,0,40,1,2,0,4,1
555000,2,122,1,0,75,0,122,4,0,2,7
380000,3,125,0,0,8,0,125,2,0,2,0
190000,2,82,2,0,7,0,82,3,0,2,0
325000,4,180,0,0,0,0,451,4,0,4,1
445000,3,156,1,0,43,0,156,4,0,2,7
185000,1,200,0,0,0,0,215,2,0,2,1
498000,4,195,0,0,0,30,84,2,0,1,10
349000,4,204,1,0,0,0,199,2,0,1,1
249000,4,177,2,0,50,690,1000,2,0,2,1
235000,2,155,1,0,16,0,507,3,0,2,1
395000,6,250,2,0,50,1000,1649,4,0,2,1
250000,2,107,2,0,0,0,610,4,0,2,1
255000,1,55,3,0,0,0,55,2,0,2,0
325000,4,160,2,0,20,150,243,2,0,2,1
185000,2,73,2,0,0,0,73,2,0,5,0
200000,5,330,3,0,15,0,868,4,0,4,1
209500,3,99,2,0,5,0,99,4,0,1,2
225000,2,90,2,0,0,0,90,2,0,2,0
460000,5,290,3,0,12,60,142,2,0,2,1
399500,3,190,1,0,22,160,472,3,0,2,1
145000,1,70,2,0,13,0,70,2,0,1,0
589000,5,427,0,0,0,0,2990,4,0,6,3
239000,2,83,3,0,0,0,83,2,0,5,0
525000,3,290,2,0,0,0,635,4,1,1,1
690000,4,298,1,0,0,28,2877,4,0,2,1
195000,3,94,2,0,15,0,94,2,0,4,0
1195000,5,300,3,0,0,0,1244,4,0,4,3
210000,1,64,2,0,0,0,64,2,0,2,7
575000,6,570,2,0,29,0,184,2,0,6,9
283000,2,82,1,0,9,0,82,2,0,1,0
295000,2,110,2,0,16,0,110,2,0,2,7
330000,3,114,3,0,15,0,3390,4,1,2,1
245000,2,80,2,0,0,90,80,2,0,2,0
330000,2,90,2,1,7,0,90,2,0,2,0
395000,3,90,0,0,10,0,90,2,0,2,0
410000,3,161,0,0,0,0,80,2,0,3,1
149000,1,47,2,0,0,0,47,2,0,2,0
279000,7,218,2,0,0,45,170,2,0,2,1
625000,3,154,1,0,0,220,157,2,0,2,1
299000,3,160,2,0,0,4500,5073,3,1,5,1
229000,1,60,3,0,0,0,60,2,0,5,0
425000,2,92,1,0,4,0,92,2,0,1,0
145000,4,150,0,0,0,400,540,2,0,4,1
365000,4,150,1,0,55,191,430,3,0,1,1
185000,1,65,3,0,2,0,65,2,0,2,0
495000,2,112,2,0,0,0,112,2,0,1,0
445000,2,95,1,0,42,0,95,3,0,1,7
1190000,3,290,2,0,6,0,290,2,0,2,0
1450000,3,198,1,0,135,0,198,4,0,1,7
185000,1,55,2,0,4,0,55,2,0,2,0
279000,2,120,2,0,0,0,120,2,0,2,0
975000,3,161,1,0,6,0,161,2,0,1,0
360000,3,89,3,0,7,0,49,2,0,4,1
180000,4,97,3,0,0,235,325,2,0,5,1
339500,4,165,1,0,18,80,169,2,0,1,1
790000,6,295,1,0,47,106,330,3,0,2,1
249000,3,129,1,0,0,156,236,3,0,2,1
2495000,7,460,1,0,48,390,564,2,0,3,1
199500,2,116,3,0,4,0,116,2,0,2,0
249000,2,100,3,0,0,800,930,4,0,1,14
675000,3,225,1,0,0,0,1310,4,0,3,3
275000,3,150,2,0,22,0,714,4,0,2,3
379000,2,165,1,0,20,50,496,4,0,1,14
375000,3,166,2,0,0,500,711,4,0,2,1
599000,2,180,0,0,37,37,180,2,0,5,6
249000,3,139,2,0,58,100,378,4,0,2,1
349000,1,185,0,0,0,3700,3700,4,0,5,1
179990,4,135,2,0,5,15,90,2,0,2,1
550000,1,82,1,0,27,0,82,2,0,1,0
290000,2,100,2,1,6,0,100,1,0,1,0
1099000,6,364,0,0,8,0,170,2,0,4,9
1400000,3,228,2,0,61,300,228,2,0,1,0
285000,4,143,3,0,0,0,143,3,0,3,0
200000,3,167,3,0,0,0,420,4,0,4,1
319000,2,76,2,0,12,0,76,2,0,2,2
425000,3,207,2,0,0,40,312,3,0,2,1
285000,5,200,2,0,0,0,1178,2,0,2,1
285000,3,103,3,0,12,27,103,2,0,2,1
300000,3,203,2,0,72,100,203,2,0,4,10
180000,3,131,0,0,45,240,340,2,0,2,1
695000,5,389,1,0,0,0,1717,2,0,1,22
549000,3,137,2,0,0,0,137,2,0,1,0
199000,2,99,0,0,12,0,99,2,0,1,0
195000,4,141,2,0,0,0,70,2,0,3,1
428000,3,170,1,0,29,890,1331,4,0,1,1
345000,2,155,1,0,31,0,155,4,1,1,7
289000,2,130,3,0,0,0,763,4,0,2,14
149000,3,110,3,0,0,15,179,2,0,5,1
285000,3,148,0,0,0,0,1593,4,0,2,1
275000,2,72,2,0,0,0,72,2,0,2,0
1950000,6,410,1,0,30,513,513,3,0,2,1
232000,2,62,2,0,0,0,62,2,0,2,0
334000,3,201,1,0,14,0,378,2,0,2,1
380000,3,182,2,0,12,0,272,3,0,2,1
169000,3,105,2,0,0,0,80,2,0,2,1
350000,3,180,1,0,20,0,170,3,0,1,1
598000,5,234,2,0,0,200,284,3,0,1,1
149000,2,146,1,0,0,0,125,2,0,1,1
1550000,4,218,1,0,85,0,218,2,0,1,7
349000,3,179,2,0,0,0,179,2,0,2,3
271000,3,156,1,0,10,21,177,2,0,1,1
530000,5,200,3,0,45,0,200,2,0,1,0
349000,3,105,2,0,32,0,105,2,0,2,0
675000,3,220,1,0,0,0,220,2,0,2,0
92500,1,27,2,0,0,0,27,2,0,2,16
795000,4,235,2,0,10,0,235,2,0,3,0
465000,3,175,2,0,18,0,175,3,0,2,0
145000,1,59,0,0,0,0,418,4,0,3,1
397500,3,144,1,0,0,0,476,3,0,1,1
199000,2,90,2,0,18,0,90,2,0,3,0
1085000,3,185,1,0,30,875,992,4,0,1,1
198000,2,110,2,0,0,0,110,2,0,2,0
289000,2,140,0,0,0,0,500,3,0,2,1
510000,3,133,1,0,42,0,133,2,0,1,7
204000,1,39,2,1,0,0,39,2,0,2,0
280000,2,114,2,0,0,0,114,2,0,2,2
350000,4,224,2,0,18,0,250,2,0,2,1
360000,3,130,3,0,14,180,130,2,0,4,0
595000,3,302,2,0,110,0,1170,2,0,2,1
279000,3,165,0,0,27,0,165,2,0,3,2
399000,2,92,1,0,27,0,92,2,0,2,0
1150000,13,740,2,0,80,2778,2778,4,0,2,18
245000,1,89,2,1,0,0,89,2,0,3,2
195000,3,251,0,0,203,800,1190,4,0,4,1
449000,5,277,1,0,44,228,954,4,1,1,5
242535,2,71,2,0,0,0,71,2,0,1,0
585000,4,254,1,0,60,0,254,2,0,1,8
2600000,4,331,0,0,0,0,1425,2,0,2,3
235000,2,127,0,0,0,0,127,2,0,3,0
350000,2,101,3,0,0,0,468,4,0,5,14
595000,3,168,1,0,0,0,168,2,0,1,2
182000,3,124,1,0,0,0,100,2,0,1,1
398000,3,360,2,0,0,0,652,3,0,4,1
175000,3,165,3,0,0,0,314,2,0,5,1
325000,4,266,3,0,0,0,85,2,0,5,1
189000,4,252,2,0,1,0,241,3,0,4,1
95000,2,75,0,0,0,1500,75,2,0,2,0
445000,5,329,2,0,0,880,880,3,0,5,1
220000,3,97,0,0,7,0,97,2,0,1,0
475000,3,247,2,0,33,0,1013,2,0,2,1
195000,3,360,2,0,0,0,134,2,0,2,1
2500000,4,277,1,0,87,0,277,4,0,3,0
14500,1,45,0,0,0,160,200,4,0,4,21
1455000,11,310,1,1,14,0,531,3,0,3,9
2990000,6,550,2,0,0,0,2728,4,1,1,1
209000,2,137,3,0,0,84,216,3,0,2,1
254000,4,215,0,0,60,0,223,2,0,3,4
190000,1,66,2,0,2,0,66,2,0,2,0
650000,4,218,3,0,47,0,2474,4,0,2,1
349000,3,143,2,0,0,0,143,2,0,2,1
450000,3,117,2,0,115,0,117,2,0,1,15
399000,3,137,0,0,0,20,75,2,0,4,1
475000,3,140,2,0,0,0,96,4,0,2,1
150000,2,126,0,0,0,0,369,2,0,5,1
192000,1,135,2,0,0,0,135,3,0,1,8
149000,3,163,3,0,0,0,163,4,0,2,0
185000,3,256,2,0,0,260,473,2,0,2,1
235000,2,134,2,0,0,0,134,2,0,2,1
159000,2,65,1,0,0,0,65,2,0,2,0
2950000,5,750,2,0,0,2000,2630,3,0,2,1
895000,4,270,1,0,42,0,839,2,0,1,3
85000,2,114,3,0,0,94,155,2,0,2,1
550000,2,143,1,0,13,0,143,2,0,1,0
249000,3,179,2,0,0,9,785,3,0,2,10
4600000,5,450,1,0,0,0,251,3,1,1,11
850000,5,283,1,0,10,0,76,2,0,1,5
1390000,3,214,1,0,110,0,214,2,0,1,7
170000,2,84,3,0,7,0,84,4,0,2,0
279000,5,176,0,0,10,0,55,2,0,2,9
499000,6,260,1,0,0,0,2900,3,0,2,1
199000,3,95,2,0,20,0,95,2,0,1,0
730000,5,238,2,0,32,600,820,3,0,2,1
240000,2,100,2,0,0,0,100,3,0,2,0
350000,4,180,1,0,39,93,300,3,0,1,17
660000,3,180,2,0,22,0,180,3,0,2,0
1249000,5,478,1,0,70,74,196,2,0,1,5
290000,1,67,1,0,5,0,67,2,0,2,0
520000,3,150,1,0,0,200,597,4,0,2,1
595000,3,213,2,0,28,175,275,4,0,1,1
290000,2,85,0,0,0,0,85,2,0,2,0
232300,2,97,0,0,8,0,97,2,0,1,0
179000,1,54,0,0,0,0,54,2,0,2,0
1395000,3,185,1,0,25,0,185,2,0,1,0
795000,4,279,2,0,0,0,1335,4,0,5,3
174000,2,70,0,0,0,0,70,2,0,2,0
795500,5,245,2,0,70,0,3243,4,0,1,3
260000,3,141,0,0,0,0,339,2,0,2,1
745000,5,260,3,0,0,100,224,2,0,2,1
359500,3,184,0,0,0,0,119,2,0,2,1
265000,4,170,3,0,0,255,379,2,0,4,1
445000,2,167,2,1,6,0,167,2,0,1,0
429000,1,122,1,0,193,0,122,3,0,2,0
329000,2,91,2,0,0,0,91,2,0,2,0
349000,3,134,2,0,0,0,252,2,0,2,1
145000,2,84,2,0,0,0,84,2,0,2,0
385000,3,120,2,0,26,300,530,4,0,2,1
239500,2,97,0,0,5,0,97,2,0,2,0
1263000,3,264,2,0,0,0,3051,4,0,2,3
850000,3,210,1,0,20,0,210,3,0,1,0
505000,3,151,1,0,24,62,151,4,0,2,0
699000,6,317,0,0,0,97,234,3,0,2,1
619000,4,240,0,0,0,0,741,4,0,3,3
130000,3,131,0,0,0,0,540,3,0,5,1
209000,3,121,2,0,0,0,320,2,0,2,1
130000,2,129,0,0,0,0,91,2,0,4,10
219000,2,75,2,0,0,0,75,2,0,1,0
295000,4,250,0,0,0,0,217,2,0,2,4
749000,3,230,0,0,5,0,230,2,0,1,0
233350,1,70,2,0,6,0,70,4,0,2,0
795000,4,334,1,0,100,950,950,4,1,1,3
595000,3,182,2,0,0,0,465,4,0,2,3
830000,3,216,0,0,46,0,216,2,0,5,0
225000,2,108,2,0,0,0,108,2,0,1,0
389000,4,200,2,0,0,0,644,2,0,2,1
425000,3,112,2,0,0,0,112,2,0,3,0
279000,7,250,2,0,100,250,445,2,0,4,1
329000,3,119,2,0,96,0,119,2,0,1,7
160000,3,90,2,0,0,0,90,4,0,2,0
950000,4,220,2,0,0,0,2030,4,0,5,3
675000,5,376,0,0,25,1000,1761,2,1,2,3
395000,3,265,2,0,0,15,265,3,0,2,1
285000,2,175,1,0,30,40,99,2,0,2,1
649000,7,225,2,0,30,275,494,3,0,1,1
232500,3,122,1,0,8,0,122,3,0,1,0
175000,3,226,0,0,0,0,400,2,0,5,1
399000,2,200,0,0,0,0,762,4,0,5,1
239500,2,84,0,0,8,0,84,2,0,1,0
469000,3,125,2,0,0,70,180,2,0,2,1
501500,2,102,1,0,25,0,102,2,0,2,0
190000,2,902,2,0,16,35,902,2,0,1,6
1450000,5,333,2,0,10,0,610,3,0,5,1
2500000,4,277,1,0,111,0,277,2,0,1,7
295000,3,176,2,0,134,0,625,2,0,5,1
650000,4,150,2,0,10,70,148,2,0,2,1
400000,3,125,2,0,40,1,125,2,0,1,2
239000,2,105,3,0,6,0,105,2,0,2,0
490000,2,127,1,0,80,0,127,2,0,2,7
550000,3,194,2,0,0,0,506,4,0,2,1
649000,3,242,1,0,4,0,242,2,0,2,8
255000,1,42,2,1,46,0,42,2,0,2,7
179000,2,108,3,0,0,0,60,2,0,5,9
299000,3,151,2,0,24,0,1656,2,0,2,1
185000,3,141,3,0,0,0,562,2,0,2,1
295000,1,88,1,0,0,0,88,4,0,1,0
598000,3,138,1,0,12,0,138,2,0,2,0
2750000,6,668,1,0,0,0,870,2,0,1,11
155000,2,81,3,1,0,0,81,2,0,5,0
1300000,4,518,3,0,70,0,379,2,0,4,11
315000,2,150,1,0,0,0,226,2,0,1,1
1185000,4,502,1,0,50,1000,1254,4,1,1,5
2200000,15,850,0,0,0,111,408,2,0,4,9
260000,2,130,3,0,12,0,130,2,0,1,2
1400000,4,300,1,0,0,0,100,2,0,1,1
365000,3,126,0,0,34,0,126,2,0,2,0
520000,5,190,0,0,10,90,180,2,0,3,1
220000,2,80,1,0,1,0,80,2,0,1,0
599000,3,270,1,0,95,0,150,4,0,1,4
374000,1,84,2,0,16,0,84,2,0,1,0
845000,4,220,2,0,0,912,912,4,0,1,3
225000,2,105,3,0,0,0,105,3,0,2,9
240000,2,95,2,0,36,0,95,3,0,3,0
339000,3,120,1,0,20,0,100,1,0,1,1
155000,2,65,3,0,0,0,22,2,0,3,1
249376,2,111,2,0,11,0,111,2,0,2,0
172000,1,60,0,0,5,0,60,2,0,1,0
349000,3,132,2,0,0,0,290,3,0,2,1
598000,3,143,1,0,103,26,143,2,0,1,7
385000,3,165,2,0,230,0,237,3,0,2,1
229000,3,105,3,0,5,0,105,3,0,2,0
187000,2,88,1,0,8,0,88,4,0,1,0
501500,2,102,1,0,25,0,102,2,0,1,0
295000,3,100,2,0,11,0,100,3,0,4,0
470000,6,320,1,0,25,634,1088,2,0,2,3
409000,3,155,1,0,31,0,155,2,0,2,0
175000,1,60,2,0,6,0,60,4,0,2,0
475000,4,303,2,0,30,0,140,2,0,2,1
390000,2,115,2,0,16,0,115,3,0,2,0
1990000,16,1000,0,0,0,0,530,2,0,2,9
612000,3,124,1,0,11,0,124,2,0,1,0
795000,3,160,1,0,23,0,160,2,0,1,2
304800,3,132,1,0,0,0,132,2,0,1,0
199000,7,220,0,0,20,500,710,4,0,4,1
339000,2,88,2,0,18,80,88,2,0,1,6
395000,3,176,2,0,8,40,107,3,0,1,10
175000,2,93,1,0,0,0,93,2,0,1,0
475000,4,185,0,0,0,0,26330,4,0,1,4
595000,3,141,1,0,96,0,141,2,0,2,0
